Approved symbol	Status	Previous symbols	Alias symbols	RefSeq IDs	Ensembl ID(supplied by Ensembl)
ADAM2	Approved	FTNB	PH-30b, PH30, CT15	NM_001464	ENSG00000104755
ADAM3A	Approved	CYRN1	ADAM3, tMDCI	NR_001569	ENSG00000197475
ADAM3B	Approved	CYRN2		NG_001526	ENSG00000260089
ADAM5	Approved	ADAM5P	tMDCII	NR_001448	ENSG00000196115
ADAM6	Approved	C14orf96	tMDCIV	NR_002224	ENSG00000271968
ADAM7	Approved		GP-83, EAPI	NM_003817	ENSG00000069206
ADAM8	Approved		CD156, MS2, CD156A	NM_001109	ENSG00000151651
ADAM9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng		ENSG00000168615
ADAM10	Approved		kuz, MADM, HsT18717, CD156C	NM_001110	ENSG00000137845
ADAM11	Approved	MDC		NM_002390	ENSG00000073670
ADAM12	Approved		MCMPMltna, MLTN		ENSG00000148848
ADAM12-OT1	Entry Withdrawn		CAR10, FLJ31066		
ADAM15	Approved		MDC15	NM_003815	ENSG00000143537
ADAM17	Approved	TACE	cSVP, CD156B		ENSG00000151694
ADAM18	Approved		tMDCIII, ADAM27	NM_014237	ENSG00000168619
ADAM19	Approved		MLTNB	NM_033274	ENSG00000135074
ADAM20	Approved				ENSG00000134007
ADAM20P1	Approved	C14orf55		NR_037933	ENSG00000259158
ADAM20P2	Approved				ENSG00000248574
ADAM20P3	Approved				ENSG00000249162
ADAM21	Approved		ADAM31		ENSG00000139985
ADAM21P1	Approved	ADAM21P		NG_002467	ENSG00000235812
ADAM22	Approved		MDC2	NM_021723	ENSG00000008277
ADAM23	Approved		MDC3	NM_003812	ENSG00000114948
ADAM24P	Approved				ENSG00000214607
ADAM28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	NM_021778	ENSG00000042980
ADAM29	Approved		svph1, CT73		ENSG00000168594
ADAM30	Approved		svph4	NM_021794	ENSG00000134249
ADAM32	Approved			NM_145004	ENSG00000197140
ADAM33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	NM_025220	ENSG00000149451
ADAMDEC1	Approved		M12.219	NM_014479	ENSG00000134028
ADAMTS1	Approved		C3-C5, METH1, KIAA1346		ENSG00000154734
ADAMTS2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	NM_014244	ENSG00000087116
ADAMTS3	Approved		KIAA0366, ADAMTS-4		ENSG00000156140
ADAMTS4	Approved		KIAA0688, ADAMTS-2, ADMP-1	NM_005099	ENSG00000158859
ADAMTS5	Approved		ADMP-2, ADAMTS11		ENSG00000154736
ADAMTS6	Approved		ADAM-TS6	NM_197941	ENSG00000049192
ADAMTS7	Approved		ADAM-TS7, DKFZp434H204	NM_014272	ENSG00000136378
ADAMTS7P1	Approved	ADAMTS7P2			ENSG00000274376
ADAMTS7P2	Symbol Withdrawn				
ADAMTS7P3	Approved				ENSG00000261143
ADAMTS7P4	Approved				ENSG00000218052
ADAMTS8	Approved		METH2, FLJ41712, ADAM-TS8	NM_007037	ENSG00000134917
ADAMTS9	Approved		KIAA1312		ENSG00000163638
ADAMTS9-AS1	Approved			NR_110150	ENSG00000241158
ADAMTS9-AS2	Approved			NR_038264	ENSG00000241684
ADAMTS10	Approved		ADAM-TS10	NM_030957	ENSG00000142303
ADAMTS12	Approved			NM_030955	ENSG00000151388
ADAMTS13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	NM_139025	ENSG00000160323
ADAMTS14	Approved			NM_080722	ENSG00000138316
ADAMTS15	Approved			NM_139055	ENSG00000166106
ADAMTS16	Approved		ADAMTS16s	NM_139056	ENSG00000145536
ADAMTS16-DT	Approved			NR_109915	ENSG00000250579
ADAMTS17	Approved		FLJ32769, FLJ16363	NM_139057	ENSG00000140470
ADAMTS18	Approved	ADAMTS21			ENSG00000140873
ADAMTS19	Approved			NM_133638	ENSG00000145808
ADAMTS19-AS1	Approved		RP11-346A9.1	NR_125748	ENSG00000249421
ADAMTS20	Approved		GON-1	NM_025003	ENSG00000173157
ADAMTS21	Symbol Withdrawn				
ADAMTSL1	Approved	C9orf94	ADAMTSR1, FLJ35283		ENSG00000178031
ADAMTSL2	Approved		KIAA0605	NM_014694	ENSG00000197859
ADAMTSL3	Approved		KIAA1233, punctin-2	NM_207517	ENSG00000156218
ADAMTSL4	Approved	TSRC1	DKFZP434K1772	NM_019032	ENSG00000143382
ADAMTSL4-AS1	Approved	C1orf138	FLJ45786		ENSG00000203804
ADAMTSL4-AS2	Approved				ENSG00000237781
ADAMTSL5	Approved	THSD6		NM_213604	ENSG00000185761
ADAP1	Approved	CENTA1	GCS1L	NM_006869	ENSG00000105963
ADAP2	Approved	CENTA2		NM_018404	ENSG00000184060
ADAR	Approved	IFI4, G1P1	ADAR1	NM_001111	ENSG00000160710
ADARB1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	NM_015833	ENSG00000197381
ADARB2	Approved		RED2, hRED2, ADAR3	NM_018702	ENSG00000185736
ADARB2-AS1	Approved	C10orf109, NCRNA00168	bA466B20.1	NR_033387	ENSG00000205696
ADAT1	Approved			NM_012091	ENSG00000065457
ADAT2	Approved	DEADC1	dJ20N2.1, TAD2	NM_001286259	ENSG00000189007
ADAT3	Approved		TAD3	NM_138422	ENSG00000213638
ADCK1	Approved		FLJ39600	NM_020421	ENSG00000063761
ADCK2	Approved		MGC20727	NM_052853	ENSG00000133597
ADCK5	Approved		FLJ35454	NM_174922	ENSG00000173137
ADCP1	Approved				
ADCP2	Symbol Withdrawn				
ADCR	Symbol Withdrawn				
ADCY1	Approved	DFNB44	AC1	NM_021116	ENSG00000164742
ADCY2	Approved		HBAC2, KIAA1060, AC2	NM_020546	ENSG00000078295
ADCY3	Approved		AC3		ENSG00000138031
ADCY4	Approved		AC4		ENSG00000129467
ADCY5	Approved		AC5	NM_183357	ENSG00000173175
ADCY6	Approved		AC6	NM_020983	ENSG00000174233
ADCY6-DT	Approved				ENSG00000257660
ADCY7	Approved		KIAA0037, AC7		ENSG00000121281
ADCY8	Approved	ADCY3	HBAC1, AC8		ENSG00000155897
ADCY9	Approved		AC9		ENSG00000162104
ADCY10	Approved		SAC, Sacy, SACI, HCA2, RP1-313L4.2	NM_018417	ENSG00000143199
ADCY10P1	Approved			NR_026938	ENSG00000161912
ADCYAP1	Approved		PACAP	NM_001117	ENSG00000141433
ADCYAP1R1	Approved		PAC1, PACAPR, PAC1R	NM_001118	ENSG00000078549
ADD1	Approved			NM_014189	ENSG00000087274
ADD2	Approved		ADDB	NM_001617	ENSG00000075340
ADD3	Approved	ADDL		NM_019903	ENSG00000148700
ADD3-AS1	Approved			NR_038943	ENSG00000203876
ADDL	Symbol Withdrawn				
ADFN	Entry Withdrawn				
ADGB	Approved	C6orf103	FLJ23121, dJ408K24.1, CAPN16	NM_024694	ENSG00000118492
ADGB-DT	Approved			NR_125860	
ADGRA1	Approved	GPR123	KIAA1828		ENSG00000197177
ADGRA1-AS1	Approved	GPR123-AS1			ENSG00000256925
ADGRA2	Approved	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390		ENSG00000020181
ADGRA3	Approved	GPR125	FLJ38547, PGR21		ENSG00000152990
ADGRA3P1	Approved				
ADGRB1	Approved	BAI1		NM_001702	ENSG00000181790
ADGRB2	Approved	BAI2		NM_001703	ENSG00000121753
ADGRB3	Approved	BAI3	KIAA0550		ENSG00000135298
ADGRB3-DT	Approved				
ADGRD1	Approved	GPR133	DKFZp434B1272, PGR25	NM_198827	ENSG00000111452
ADGRD1-AS1	Approved		LACAT8	NR_131950	ENSG00000256151
ADGRD2	Approved	GPR144	PGR24	NM_182611	ENSG00000180264
ADGRE1	Approved	TM7LN3, EMR1			ENSG00000174837
ADGRE2	Approved	EMR2	CD312		ENSG00000127507
ADGRE3	Approved	EMR3		NM_032571	ENSG00000131355
ADGRE4P	Approved	GPR127, EMR4, EMR4P	PGR16	NR_024075	ENSG00000268758
ADGRE5	Approved	CD97	TM7LN1	NM_078481	ENSG00000123146
ADGRF1	Approved	GPR110	hGPCR36, PGR19	NM_153840	ENSG00000153292
ADGRF2	Approved	GPR111	hGPCR35, PGR20	NM_153839	ENSG00000164393
ADGRF3	Approved	GPR113	hGPCR37, PGR23	NM_153835	ENSG00000173567
ADGRF4	Approved	GPR115	FLJ38076, PGR18	NM_153838	ENSG00000153294
ADGRF5	Approved	GPR116	DKFZp564O1923, KIAA0758	NM_015234	ENSG00000069122
ADGRF5-AS1	Approved			NR_110658	ENSG00000225730
ADGRF5P1	Approved	GPR116P1			ENSG00000227582
ADGRF5P2	Approved	GPR116P2			ENSG00000204818
ADGRG1	Approved	GPR56	TM7LN4, TM7XN1		ENSG00000205336
ADGRG2	Approved	GPR64	HE6, TM7LN2, EDDM6		ENSG00000173698
ADGRG3	Approved	GPR97	Pb99, PGR26	NM_170776	ENSG00000182885
ADGRG4	Approved	GPR112	RP1-299I16, PGR17		ENSG00000156920
ADGRG5	Approved	GPR114	PGR27	NM_153837	ENSG00000159618
ADGRG6	Approved	GPR126	FLJ14937		ENSG00000112414
ADGRG7	Approved	GPR128	FLJ14454		ENSG00000144820
ADGRL1	Approved	LPHN1	KIAA0821, CIRL1, LEC2	NM_014921	ENSG00000072071
ADGRL1-AS1	Approved			NR_045214	ENSG00000267169
ADGRL2	Approved	LPHH1, LPHN2	KIAA0786, LEC1, CIRL2	NM_012302	ENSG00000117114
ADGRL3	Approved	LPHN3	KIAA0768, LEC3		ENSG00000150471
ADGRL3-AS1	Approved	LPHN3-AS1			ENSG00000248692
ADGRL4	Approved	ELTD1	ETL	NM_022159	ENSG00000162618
ADGRV1	Approved	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	NM_032119	ENSG00000164199
ADH1A	Approved	ADH1		NM_000667	ENSG00000187758
ADH1B	Approved	ADH2		NM_000668	ENSG00000196616
ADH1C	Approved	ADH3		NM_000669	ENSG00000248144
ADH4	Approved		ADH-2	NM_000670	ENSG00000198099
ADH5	Approved	FDH	ADH-3, ADHX, GSNOR	NM_000671	ENSG00000197894
ADH5P1	Entry Withdrawn		ADH-3P1		
ADH5P2	Approved				ENSG00000232676
ADH5P3	Approved				ENSG00000223694
ADH5P4	Approved	ADH5B	bA707M13.2	XM_208352	ENSG00000233859
ADH5P5	Approved				ENSG00000234865
ADH6	Approved		ADH-5	NM_000672	ENSG00000172955
ADH7	Approved		ADH-4	NM_000673	ENSG00000196344
ADHFE1	Approved		FLJ32430	NM_144650	ENSG00000147576
ADI1	Approved		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	NM_018269	ENSG00000182551
ADI1P1	Approved				ENSG00000235102
ADI1P2	Approved				ENSG00000250684
ADI1P3	Approved				ENSG00000258369
ADIG	Approved		MGC39724, SMAF1, RP5-1100H13.2	NM_001018082	ENSG00000182035
ADIPOQ	Approved	ACDC	ACRP30, apM1, GBP28, adiponectin	NM_004797	ENSG00000181092
ADIPOQ-AS1	Approved			NR_046662	ENSG00000226482
ADIPOR1	Approved		PAQR1, ACDCR1	NM_015999	ENSG00000159346
ADIPOR1P1	Approved			NG_022165	ENSG00000232497
ADIPOR1P2	Approved			NG_022863	ENSG00000258805
ADIPOR2	Approved		PAQR2, ACDCR2	NM_024551	ENSG00000006831
ADIR	Symbol Withdrawn		FLJ22345, ADIR2		
ADIRF	Approved	C10orf116	APM2, AFRO	NM_006829	ENSG00000148671
ADIRF-AS1	Approved				ENSG00000272734
ADK	Approved		AK	NM_006721	ENSG00000156110
ADL	Symbol Withdrawn				
ADM	Approved		AM	NM_001124	ENSG00000148926
ADM-DT	Approved				ENSG00000254554
ADM2	Approved		AM2, FLJ21135	NM_024866	ENSG00000128165
ADM5	Approved	C19orf76	AM5	NM_001101340	ENSG00000224420
ADMLX	Symbol Withdrawn				
ADMLY	Symbol Withdrawn				
ADNP	Approved		KIAA0784, ADNP1	NM_181442	ENSG00000101126
ADNP-AS1	Approved			NR_110009	ENSG00000259456
ADNP2	Approved	ZNF508	KIAA0863	NM_014913	ENSG00000101544
ADO	Approved	C10orf22	FLJ14547	NM_032804	ENSG00000181915
ADORA1	Approved		RDC7	NM_000674	ENSG00000163485
ADORA2A	Approved	ADORA2	RDC8	NM_000675	ENSG00000128271
ADORA2A-AS1	Approved	C22orf45	FLJ34651	NR_028483	ENSG00000178803
ADORA2B	Approved				ENSG00000170425
ADORA2BP1	Approved	ADORA2BP		NG_000843	ENSG00000236136
ADORA2L1	Entry Withdrawn	ADORA2L			
ADORA2L2	Entry Withdrawn				
ADORA3	Approved		AD026, A3AR	NM_000677, NM_020683	ENSG00000282608
ADPGK	Approved		DKFZp434B195, ADP-GK	NM_031284	ENSG00000159322
ADPGK-AS1	Approved			NR_040107	ENSG00000260898
ADPRH	Approved		ARH1	NM_001125	ENSG00000144843
ADPRHL1	Approved		ARH2	NM_138430	ENSG00000153531
ADPRM	Approved	C17orf48	MDS006	NM_020233	ENSG00000170222
ADPRS	Approved	ADPRHL2	ARH3, FLJ20446	NM_017825	ENSG00000116863
ADRA1A	Approved	ADRA1C	ADRA1L1	NM_033303	ENSG00000120907
ADRA1B	Approved				ENSG00000170214
ADRA1C	Symbol Withdrawn				
ADRA1D	Approved		ADRA1R, ADRA1A, ADRA1	NM_000678	ENSG00000171873
ADRA2A	Approved	ADRA2, ADRA2R	ADRAR	NM_000681	ENSG00000150594
ADRA2B	Approved	ADRA2L1, ADRA2RL1	ADRARL1		ENSG00000274286
ADRA2C	Approved	ADRA2L2, ADRA2RL2	ADRARL2	NM_000683	ENSG00000184160
ADRA2L1	Symbol Withdrawn				
ADRB1	Approved	ADRB1R			ENSG00000043591
ADRB2	Approved	ADRB2R	ADRBR, BAR, B2AR	NM_000024	ENSG00000169252
ADRB2RL1	Symbol Withdrawn				
ADRB3	Approved			NM_000025	ENSG00000188778
ADRM1	Approved		GP110, Rpn13, ARM1, PSMD16		ENSG00000130706
ADSL	Approved			NM_000026	ENSG00000239900
ADSS1	Approved	ADSSL1	FLJ38602		ENSG00000185100
ADSS2	Approved	ADSS		NM_001126	ENSG00000035687
ADT	Entry Withdrawn				
ADTAA	Symbol Withdrawn				
ADTAB	Symbol Withdrawn				
ADTB1	Symbol Withdrawn				
ADTB2	Symbol Withdrawn				
ADTG	Symbol Withdrawn				
ADTRP	Approved	C6orf105	dJ413H6.1, AIG1L	NM_032744	ENSG00000111863
AE1	Symbol Withdrawn				
AE2	Symbol Withdrawn				
AEBP1	Approved		ACLP	NM_001129	ENSG00000106624
AEBP2	Approved		MGC17922	NM_153207	ENSG00000139154
AEMK	Symbol Withdrawn				
AEN	Approved	ISG20L1	FLJ12484, FLJ12562	NM_022767	ENSG00000181026
AEPLC	Symbol Withdrawn				
AEZ	Symbol Withdrawn				
AF8T	Entry Withdrawn				
AFA	Entry Withdrawn				
AFAP1	Approved		AFAP-110, AFAP	NM_021638	ENSG00000196526
AFAP1-AS1	Approved	AFAP1AS, AFAP1-AS	MGC10981	NR_026892	ENSG00000272620
AFAP1L1	Approved		FLJ36748	NM_152406	ENSG00000157510
AFAP1L2	Approved	KIAA1914	FLJ14564, Em:AC005383.4, XB130	NM_032550	ENSG00000169129
AFCP	Symbol Withdrawn				
AFD1	Entry Withdrawn				
AFDN	Approved	MLLT4	AF-6, AF6	NM_005936	ENSG00000130396
AFDN-DT	Approved	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3	NR_027906	ENSG00000198221
AFF1	Approved	PBM1, MLLT2	AF-4, AF4	NM_005935	ENSG00000172493
AFF1-AS1	Approved			NR_038841	
AFF2	Approved	FMR2	FRAXE	NM_002025	ENSG00000155966
AFF2-IT1	Approved				ENSG00000223516
AFF3	Approved	LAF4	MLLT2-like	NM_002285	ENSG00000144218
AFF4	Approved		AF5Q31, MCEF	NM_014423	ENSG00000072364
AFF4-DT	Approved				ENSG00000272023
AFG1L	Approved	LACE1	AFG1	NM_145315	ENSG00000135537
AFG3	Symbol Withdrawn				
AFG3L1P	Approved	AFG3, AFG3L1		NR_003226	ENSG00000223959
AFG3L2	Approved	SCA28	SPAX5	NM_006796	ENSG00000141385
AFG3L2P1	Approved	AFG3L2P			ENSG00000253606
AFM	Approved		ALB2, ALBA		ENSG00000079557
AFMID	Approved		DKFZp686F03259, KF	NM_001145526	ENSG00000183077
AFP	Approved	HPAFP	FETA		ENSG00000081051
AFTPH	Approved		MGC33965, FLJ20080, FLJ23793, Nbla10388	NM_017657	ENSG00000119844
AFTPH-DT	Approved			NR_136167	ENSG00000260101
AGA	Approved		ASRG	NM_000027	ENSG00000038002
AGA-DT	Approved				ENSG00000250131
AGAP1	Approved	CENTG2	KIAA1099, GGAP1	NM_014914	ENSG00000157985
AGAP1-IT1	Approved				ENSG00000235529
AGAP2	Approved	CENTG1		NM_014770	ENSG00000135439
AGAP2-AS1	Approved		LOC100130776, PUNISHER	NR_027032	ENSG00000255737
AGAP3	Approved	CENTG3		NM_031946	ENSG00000133612
AGAP4	Approved	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	NM_133446	ENSG00000188234
AGAP5	Approved	CTGLF2	Em:AC073389.1	NM_001144000	ENSG00000172650
AGAP6	Approved	CTGLF3	bA324H6.1	NM_001077665	ENSG00000204149
AGAP7P	Approved	CTGLF4, AGAP7	bA109G10.1	NR_126580	ENSG00000264204
AGAP8	Symbol Withdrawn	CTGLF5			
AGAP9	Approved	CTGLF6	bA301J7.2, FLJ00312	NM_001190810	ENSG00000204172
AGAP10	Symbol Withdrawn	CTGLF7	bA144G6.2		
AGAP10P	Approved	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	NG_005805	ENSG00000230869
AGAP11	Approved		KIAA1975	NM_133447	ENSG00000261011
AGAP12P	Approved	CTGLF12P	bA164N7.2		ENSG00000265018
AGAP13P	Approved	CTGLF9P	bA548K23.1		ENSG00000243289
AGAP14P	Approved	CTGLF11P, AGAP14	bA145E20.1	NG_005806	ENSG00000279058
AGBL1	Approved		FLJ32310, CCP4	NM_152336	ENSG00000273540
AGBL1-AS1	Approved				ENSG00000260125
AGBL2	Approved		FLJ23598, CCP2	NM_024783	ENSG00000165923
AGBL3	Approved		MGC32955, CCP3	NM_178563	ENSG00000146856
AGBL4	Approved		FLJ14442, CCP6	NM_032785	ENSG00000186094
AGBL4-AS1	Approved			NR_125988	ENSG00000230114
AGBL4-IT1	Approved				ENSG00000225623
AGBL5	Approved		FLJ21839, CCP5	NM_021831	ENSG00000084693
AGBL5-AS1	Approved				ENSG00000231636
AGBL5-IT1	Approved				ENSG00000229122
AGER	Approved		RAGE, SCARJ1, sRAGE	NM_001136	ENSG00000204305
AGFG1	Approved	HRB	RIP, RAB	NM_004504	ENSG00000173744
AGFG2	Approved	HRBL	RABR	NM_006076	ENSG00000106351
AGGF1	Approved		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	NM_018046	ENSG00000164252
AGGF1P1	Approved				ENSG00000214273
AGGF1P2	Approved			NG_005569	ENSG00000233435
AGGF1P3	Approved				ENSG00000241532
AGGF1P4	Approved				ENSG00000261689
AGGF1P5	Approved				ENSG00000260680
AGGF1P6	Approved				ENSG00000259836
AGGF1P7	Approved				ENSG00000260994
AGGF1P8	Approved				ENSG00000261752
AGGF1P9	Approved				ENSG00000260427
AGGF1P10	Approved				ENSG00000282968
AGK	Approved	MULK	FLJ10842	NM_018238	ENSG00000006530
AGK-DT	Approved				ENSG00000261570
AGKP1	Approved		AGKY1	NG_002810	ENSG00000226555
AGKP2	Approved			NG_022637	ENSG00000228819
AGL	Approved		GDE	NM_000028	ENSG00000162688
AGMAT	Approved		FLJ23384	NM_024758	ENSG00000116771
AGMO	Approved	TMEM195	FLJ16237	NM_001004320	ENSG00000187546
AGMX1	Symbol Withdrawn				
AGMX2	Entry Withdrawn				
AGO1	Approved	EIF2C1	hAGO1		ENSG00000092847
AGO2	Approved	EIF2C2, CASC7	hAGO2, Q10, LINC00980	NM_012154	ENSG00000123908
AGO3	Approved	EIF2C3	hAGO3, FLJ12765	NM_024852	ENSG00000126070
AGO4	Approved	EIF2C4	hAGO4, KIAA1567, FLJ20033	NM_017629	ENSG00000134698
AGPAT1	Approved		LPAAT-alpha	NM_006411	ENSG00000204310
AGPAT2	Approved	BSCL	LPAAT-beta	NM_006412	ENSG00000169692
AGPAT3	Approved		LPAAT-gamma, LPAAT3	NM_020132	ENSG00000160216
AGPAT4	Approved		LPAAT-delta, dJ473J16.2	NM_020133	ENSG00000026652
AGPAT4-IT1	Approved	C6orf59, NCRNA00241	FLJ23112	NR_024277	
AGPAT5	Approved		FLJ11210, LPAAT-e, LPAAT-epsilon	NM_018361	ENSG00000155189
AGPAT5P1	Approved				ENSG00000234652
AGPS	Approved		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S		ENSG00000018510
AGR2	Approved		XAG-2, HAG-2, AG2, PDIA17	NM_006408	ENSG00000106541
AGR3	Approved		HAG3, hAG-3, BCMP11, PDIA18	NM_176813	ENSG00000173467
AGRN	Approved	AGRIN		NM_198576	ENSG00000188157
AGRP	Approved		Agrt, ART, ASIP2		ENSG00000159723
AGS	Symbol Withdrawn				
AGS1	Symbol Withdrawn	AGS1			
AGS2	Symbol Withdrawn	AGS2			
AGT	Approved	SERPINA8		NM_000029	ENSG00000135744
AGTBP	Symbol Withdrawn				
AGTIL	Symbol Withdrawn				
AGTPBP1	Approved		KIAA1035, Nna1, CCP1	NM_015239	ENSG00000135049
AGTR1	Approved	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B		ENSG00000144891
AGTR1B	Symbol Withdrawn		AT2R1B		
AGTR2	Approved		AT2, MRX88	NM_000686	ENSG00000180772
AGTRAP	Approved		ATRAP	NM_020350	ENSG00000177674
AGTRL2	Entry Withdrawn				
AGXT	Approved	SPAT	AGXT1, PH1, AGT, SPT, AGT1	NM_000030	ENSG00000172482
AGXT2	Approved		AGT2	NM_031900	ENSG00000113492
AHC	Symbol Withdrawn				
AHCTF1	Approved		ELYS	NM_015446	ENSG00000153207
AHCTF1P1	Approved	AHCTF1P	ELYS-like	NG_002622	ENSG00000226121
AHCY	Approved		SAHH	NM_000687	ENSG00000101444
AHCYL1	Approved		XPVKONA, IRBIT, PPP1R78		ENSG00000168710
AHCYL2	Approved		KIAA0828, long-IRBIT, IRBIT2		ENSG00000158467
AHCYP1	Approved			NG_022175	
AHCYP2	Approved			NG_021677	ENSG00000238181
AHCYP3	Approved			NG_021515	ENSG00000233955
AHCYP4	Approved			NG_021526	ENSG00000232992
AHCYP5	Approved			NG_021544	ENSG00000213107
AHCYP6	Approved			NG_024541	
AHCYP7	Approved			NG_022129	ENSG00000259465
AHCYP8	Approved				ENSG00000242529
AHDC1	Approved		DJ159A19.3, RP1-159A19.1		ENSG00000126705
AHDS	Symbol Withdrawn				
AHI1	Approved		FLJ20069, ORF1, JBTS3	NM_017651	ENSG00000135541
AHI1-DT	Approved	C6orf217, NCRNA00271, LINC00271		NR_026805	ENSG00000231028
AHNAK	Approved		MGC5395	NM_024060	ENSG00000124942
AHNAK2	Approved	C14orf78		NM_138420	ENSG00000185567
AHR	Approved		bHLHe76	NM_001621	ENSG00000106546
AHRR	Approved	AHH, AHHR	KIAA1234, bHLHe77	NM_020731	ENSG00000063438
AHSA1	Approved	C14orf3	p38, Aha1, hAha1	NM_012111	ENSG00000100591
AHSA2P	Approved	AHSA2	DKFZp564C236, Hch1, AHA1		ENSG00000173209
AHSG	Approved		FETUA, A2HS, HSGA	NM_001622	ENSG00000145192
AHSP	Approved	ERAF	EDRF	NM_016633	ENSG00000169877
AIC	Entry Withdrawn				
AICDA	Approved		HIGM2, CDA2, ARP2, AID	NM_020661	ENSG00000111732
AIDA	Approved	C1orf80	FLJ12806	NM_022831	ENSG00000186063
AIDAP1	Approved			NG_021555	ENSG00000230154
AIDAP2	Approved			NG_030225	ENSG00000251429
AIDAP3	Approved			NG_030062	ENSG00000264189
AIED	Symbol Withdrawn		OA2		
AIF1	Approved		IRT-1, AIF-1, Em:AF129756.17, IBA1		ENSG00000204472
AIF1L	Approved	C9orf58	IBA2, FLJ12783	NM_031426	ENSG00000126878
AIFM1	Approved	PDCD8, NAMSD, AUNX1	AIF, CMTX4, DFNX5		ENSG00000156709
AIFM1P1	Approved			NG_021350	ENSG00000225509
AIFM2	Approved	AMID	FLJ14497, PRG3, FSP1	NM_032797	ENSG00000042286
AIFM3	Approved		AIFL, FLJ30473	NM_144704	ENSG00000183773
AIG1	Approved		dJ95L4.1, AIG-1, FLJ10485	NM_016108	ENSG00000146416
AIG1P1	Approved				ENSG00000249089
AIH1	Symbol Withdrawn				
AIH2	Symbol Withdrawn		ADAI		
AIH3	Entry Withdrawn				
AIM2	Approved		PYHIN4	NM_004833	ENSG00000163568
AIMP1	Approved	SCYE1	EMAPII, EMAP-2, p43	NM_004757	ENSG00000164022
AIMP1P1	Approved	SCYE1P	bA400P21.1		ENSG00000234187
AIMP1P2	Approved			NG_032149	ENSG00000227177
AIMP2	Approved		p38, PRO0992, JTV-1, JTV1	NM_006303	ENSG00000106305
AIP	Approved		XAP2, ARA9, FKBP16, FKBP37		ENSG00000110711
AIPL1	Approved	LCA4		NM_014336	ENSG00000129221
AIRE	Approved	APECED	PGA1, APS1		ENSG00000160224
AIRN	Approved		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1	NR_047511	ENSG00000268257
AIS1	Entry Withdrawn				
AIS2	Entry Withdrawn				
AIS3	Entry Withdrawn				
AJAP1	Approved		SHREW1, SHREW-1, MOT8	NM_018836	ENSG00000196581
AJM1	Approved	C9orf172	ajm-1	NM_001080482	ENSG00000232434
AJUBA	Approved	JUB	MGC15563		ENSG00000129474
AJUBA-DT	Approved				ENSG00000258457
AK1	Approved				ENSG00000106992
AK2	Approved			NM_001625	ENSG00000004455
AK2P1	Approved		AK2B	NG_002393	
AK2P2	Approved			NG_009660	ENSG00000242272
AK3	Approved	AK6, AK3L1	AKL3L1	NM_016282	ENSG00000147853
AK3P2	Approved		HsT26053		ENSG00000250115
AK3P3	Approved			NG_026542	ENSG00000230042
AK3P4	Approved				ENSG00000248722
AK3P5	Approved				ENSG00000228816
AK3P6	Approved			NG_032224	
AK4	Approved	AK3, AK3L1		NM_013410	ENSG00000162433
AK4P1	Approved	AK3P1		NG_001070	ENSG00000263535
AK4P2	Approved				ENSG00000249410
AK4P3	Approved	AK3L2	AK3L2P	NG_007564	ENSG00000233381
AK4P4	Approved			NG_021605	ENSG00000223621
AK4P5	Approved			NG_027847	ENSG00000217377
AK4P6	Approved			NG_022085	ENSG00000235606
AK5	Approved			NM_174858	ENSG00000154027
AK6	Symbol Withdrawn				
AK6	Approved		CINAP	NM_016283	ENSG00000085231
AK6P1	Approved				ENSG00000256614
AK6P2	Approved				ENSG00000257173
AK7	Approved		FLJ32864, FAP75, CFAP75		ENSG00000140057
AK8	Approved	C9orf98	FLJ32704	NM_152572	ENSG00000165695
AK9	Approved	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	NM_001145128	ENSG00000155085
AKAIN1	Approved	C18orf42		NM_001145194	ENSG00000231824
AKAP1	Approved	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17		ENSG00000121057
AKAP1-DT	Approved				ENSG00000263004
AKAP2	Approved	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2		
